platform,post_id,content,publish_time,like_count,comment_count,crawl_time,url,comment_content,comment_users
weibo,weibo_0_1772230990,官宣 | 上海迪士尼10岁生日庆典3月20日开启  十年前，我们一起迎来奇梦的开启，此刻我们共同拥抱新的奇妙！  🎉正月初十，重磅官宣！上海迪士尼度假区 “10岁生日庆典”将于2026年3月20日“国际幸福日”盛大开启！ 🪄这是一场汇聚十年神奇的庆典，一切都在焕发新奇！持续一整年的全新特别体验，奇妙不断，精彩不停歇 ！米奇和朋友们以及这里的每个人，都想要盛邀你来加入这场欢庆，因为——“加你更奇妙”！  🏰三大焕新演出重磅来袭！ 全新“奇妙之心”城堡秀、“‘友谊号’：达菲和朋友们的特别巡游”领航巡游和全新疯狂动物城花车加入米奇童话专列、“奇梦之光幻影秀”特别呈现神奇终章！   🎂 欢庆体验点亮每个角落！ 规模空前的主题商品、全新特色美食与人气单品回归、焕然一新的庆典主题装饰，还有换上礼服新装的迪士尼朋友，带你尽享神奇！  ✨更多专为10岁生日打造的神奇体验——专属互动小程序、 “奇妙有你”氛围组、全新主题门票与限定门票套餐，从乐园、迪士尼小镇到酒店，让奇妙不断发生！  🎠全新“10岁生日庆典”门票套餐现已开售，推出多款家庭套票及乐园一日票套餐，提供更多元化的游园选择！  盛大的“10岁生日庆典”即将启幕，充满惊喜与想象力的全新篇章即将精彩开启！ 2026年3月20日起，上海迪士尼度假区诚邀游客共赴庆典，携手缔造更多难忘的神奇时刻！加你更奇妙！   #上海迪士尼10岁生日#  #加你更奇妙# *演出可能会受到恶劣天气或其他不可预见因素的影响。例如，在包括但不限于下雨、大风、空气质量、浓雾、闪电等天气因素的影响下，我们可能会推迟或取消整场演出。,NULL,NULL,NULL,2026-02-28 06:23:10,https://weibo.com/5200478600/QtAjjy01c,来了来了啊啊啊啊好好看的礼服,Jru投投
weibo,weibo_0_1772230990,官宣 | 上海迪士尼10岁生日庆典3月20日开启  十年前，我们一起迎来奇梦的开启，此刻我们共同拥抱新的奇妙！  🎉正月初十，重磅官宣！上海迪士尼度假区 “10岁生日庆典”将于2026年3月20日“国际幸福日”盛大开启！ 🪄这是一场汇聚十年神奇的庆典，一切都在焕发新奇！持续一整年的全新特别体验，奇妙不断，精彩不停歇 ！米奇和朋友们以及这里的每个人，都想要盛邀你来加入这场欢庆，因为——“加你更奇妙”！  🏰三大焕新演出重磅来袭！ 全新“奇妙之心”城堡秀、“‘友谊号’：达菲和朋友们的特别巡游”领航巡游和全新疯狂动物城花车加入米奇童话专列、“奇梦之光幻影秀”特别呈现神奇终章！   🎂 欢庆体验点亮每个角落！ 规模空前的主题商品、全新特色美食与人气单品回归、焕然一新的庆典主题装饰，还有换上礼服新装的迪士尼朋友，带你尽享神奇！  ✨更多专为10岁生日打造的神奇体验——专属互动小程序、 “奇妙有你”氛围组、全新主题门票与限定门票套餐，从乐园、迪士尼小镇到酒店，让奇妙不断发生！  🎠全新“10岁生日庆典”门票套餐现已开售，推出多款家庭套票及乐园一日票套餐，提供更多元化的游园选择！  盛大的“10岁生日庆典”即将启幕，充满惊喜与想象力的全新篇章即将精彩开启！ 2026年3月20日起，上海迪士尼度假区诚邀游客共赴庆典，携手缔造更多难忘的神奇时刻！加你更奇妙！   #上海迪士尼10岁生日#  #加你更奇妙# *演出可能会受到恶劣天气或其他不可预见因素的影响。例如，在包括但不限于下雨、大风、空气质量、浓雾、闪电等天气因素的影响下，我们可能会推迟或取消整场演出。,NULL,NULL,NULL,2026-02-28 06:23:10,https://weibo.com/5200478600/QtAjjy01c,@Yang-熙儿 正好你考完,贼好一男的
weibo,weibo_0_1772230990,官宣 | 上海迪士尼10岁生日庆典3月20日开启  十年前，我们一起迎来奇梦的开启，此刻我们共同拥抱新的奇妙！  🎉正月初十，重磅官宣！上海迪士尼度假区 “10岁生日庆典”将于2026年3月20日“国际幸福日”盛大开启！ 🪄这是一场汇聚十年神奇的庆典，一切都在焕发新奇！持续一整年的全新特别体验，奇妙不断，精彩不停歇 ！米奇和朋友们以及这里的每个人，都想要盛邀你来加入这场欢庆，因为——“加你更奇妙”！  🏰三大焕新演出重磅来袭！ 全新“奇妙之心”城堡秀、“‘友谊号’：达菲和朋友们的特别巡游”领航巡游和全新疯狂动物城花车加入米奇童话专列、“奇梦之光幻影秀”特别呈现神奇终章！   🎂 欢庆体验点亮每个角落！ 规模空前的主题商品、全新特色美食与人气单品回归、焕然一新的庆典主题装饰，还有换上礼服新装的迪士尼朋友，带你尽享神奇！  ✨更多专为10岁生日打造的神奇体验——专属互动小程序、 “奇妙有你”氛围组、全新主题门票与限定门票套餐，从乐园、迪士尼小镇到酒店，让奇妙不断发生！  🎠全新“10岁生日庆典”门票套餐现已开售，推出多款家庭套票及乐园一日票套餐，提供更多元化的游园选择！  盛大的“10岁生日庆典”即将启幕，充满惊喜与想象力的全新篇章即将精彩开启！ 2026年3月20日起，上海迪士尼度假区诚邀游客共赴庆典，携手缔造更多难忘的神奇时刻！加你更奇妙！   #上海迪士尼10岁生日#  #加你更奇妙# *演出可能会受到恶劣天气或其他不可预见因素的影响。例如，在包括但不限于下雨、大风、空气质量、浓雾、闪电等天气因素的影响下，我们可能会推迟或取消整场演出。,NULL,NULL,NULL,2026-02-28 06:23:10,https://weibo.com/5200478600/QtAjjy01c,能不能把朱迪尼克做好看点 官方做的搞得很假货一样还没有名创做的上心,zzz睡了zz
weibo,weibo_0_1772230990,官宣 | 上海迪士尼10岁生日庆典3月20日开启  十年前，我们一起迎来奇梦的开启，此刻我们共同拥抱新的奇妙！  🎉正月初十，重磅官宣！上海迪士尼度假区 “10岁生日庆典”将于2026年3月20日“国际幸福日”盛大开启！ 🪄这是一场汇聚十年神奇的庆典，一切都在焕发新奇！持续一整年的全新特别体验，奇妙不断，精彩不停歇 ！米奇和朋友们以及这里的每个人，都想要盛邀你来加入这场欢庆，因为——“加你更奇妙”！  🏰三大焕新演出重磅来袭！ 全新“奇妙之心”城堡秀、“‘友谊号’：达菲和朋友们的特别巡游”领航巡游和全新疯狂动物城花车加入米奇童话专列、“奇梦之光幻影秀”特别呈现神奇终章！   🎂 欢庆体验点亮每个角落！ 规模空前的主题商品、全新特色美食与人气单品回归、焕然一新的庆典主题装饰，还有换上礼服新装的迪士尼朋友，带你尽享神奇！  ✨更多专为10岁生日打造的神奇体验——专属互动小程序、 “奇妙有你”氛围组、全新主题门票与限定门票套餐，从乐园、迪士尼小镇到酒店，让奇妙不断发生！  🎠全新“10岁生日庆典”门票套餐现已开售，推出多款家庭套票及乐园一日票套餐，提供更多元化的游园选择！  盛大的“10岁生日庆典”即将启幕，充满惊喜与想象力的全新篇章即将精彩开启！ 2026年3月20日起，上海迪士尼度假区诚邀游客共赴庆典，携手缔造更多难忘的神奇时刻！加你更奇妙！   #上海迪士尼10岁生日#  #加你更奇妙# *演出可能会受到恶劣天气或其他不可预见因素的影响。例如，在包括但不限于下雨、大风、空气质量、浓雾、闪电等天气因素的影响下，我们可能会推迟或取消整场演出。,NULL,NULL,NULL,2026-02-28 06:23:10,https://weibo.com/5200478600/QtAjjy01c,葡三斤:,葡三斤
weibo,weibo_0_1772230990,官宣 | 上海迪士尼10岁生日庆典3月20日开启  十年前，我们一起迎来奇梦的开启，此刻我们共同拥抱新的奇妙！  🎉正月初十，重磅官宣！上海迪士尼度假区 “10岁生日庆典”将于2026年3月20日“国际幸福日”盛大开启！ 🪄这是一场汇聚十年神奇的庆典，一切都在焕发新奇！持续一整年的全新特别体验，奇妙不断，精彩不停歇 ！米奇和朋友们以及这里的每个人，都想要盛邀你来加入这场欢庆，因为——“加你更奇妙”！  🏰三大焕新演出重磅来袭！ 全新“奇妙之心”城堡秀、“‘友谊号’：达菲和朋友们的特别巡游”领航巡游和全新疯狂动物城花车加入米奇童话专列、“奇梦之光幻影秀”特别呈现神奇终章！   🎂 欢庆体验点亮每个角落！ 规模空前的主题商品、全新特色美食与人气单品回归、焕然一新的庆典主题装饰，还有换上礼服新装的迪士尼朋友，带你尽享神奇！  ✨更多专为10岁生日打造的神奇体验——专属互动小程序、 “奇妙有你”氛围组、全新主题门票与限定门票套餐，从乐园、迪士尼小镇到酒店，让奇妙不断发生！  🎠全新“10岁生日庆典”门票套餐现已开售，推出多款家庭套票及乐园一日票套餐，提供更多元化的游园选择！  盛大的“10岁生日庆典”即将启幕，充满惊喜与想象力的全新篇章即将精彩开启！ 2026年3月20日起，上海迪士尼度假区诚邀游客共赴庆典，携手缔造更多难忘的神奇时刻！加你更奇妙！   #上海迪士尼10岁生日#  #加你更奇妙# *演出可能会受到恶劣天气或其他不可预见因素的影响。例如，在包括但不限于下雨、大风、空气质量、浓雾、闪电等天气因素的影响下，我们可能会推迟或取消整场演出。,NULL,NULL,NULL,2026-02-28 06:23:10,https://weibo.com/5200478600/QtAjjy01c,不好玩越长大越觉得无聊,Wb已经不好玩了谢谢不玩wb了
weibo,weibo_0_1772230990,官宣 | 上海迪士尼10岁生日庆典3月20日开启  十年前，我们一起迎来奇梦的开启，此刻我们共同拥抱新的奇妙！  🎉正月初十，重磅官宣！上海迪士尼度假区 “10岁生日庆典”将于2026年3月20日“国际幸福日”盛大开启！ 🪄这是一场汇聚十年神奇的庆典，一切都在焕发新奇！持续一整年的全新特别体验，奇妙不断，精彩不停歇 ！米奇和朋友们以及这里的每个人，都想要盛邀你来加入这场欢庆，因为——“加你更奇妙”！  🏰三大焕新演出重磅来袭！ 全新“奇妙之心”城堡秀、“‘友谊号’：达菲和朋友们的特别巡游”领航巡游和全新疯狂动物城花车加入米奇童话专列、“奇梦之光幻影秀”特别呈现神奇终章！   🎂 欢庆体验点亮每个角落！ 规模空前的主题商品、全新特色美食与人气单品回归、焕然一新的庆典主题装饰，还有换上礼服新装的迪士尼朋友，带你尽享神奇！  ✨更多专为10岁生日打造的神奇体验——专属互动小程序、 “奇妙有你”氛围组、全新主题门票与限定门票套餐，从乐园、迪士尼小镇到酒店，让奇妙不断发生！  🎠全新“10岁生日庆典”门票套餐现已开售，推出多款家庭套票及乐园一日票套餐，提供更多元化的游园选择！  盛大的“10岁生日庆典”即将启幕，充满惊喜与想象力的全新篇章即将精彩开启！ 2026年3月20日起，上海迪士尼度假区诚邀游客共赴庆典，携手缔造更多难忘的神奇时刻！加你更奇妙！   #上海迪士尼10岁生日#  #加你更奇妙# *演出可能会受到恶劣天气或其他不可预见因素的影响。例如，在包括但不限于下雨、大风、空气质量、浓雾、闪电等天气因素的影响下，我们可能会推迟或取消整场演出。,NULL,NULL,NULL,2026-02-28 06:23:10,https://weibo.com/5200478600/QtAjjy01c,才10周年吗？我感觉好像都有20年的感觉了,加勒比海啸202302880
weibo,weibo_0_1772230990,官宣 | 上海迪士尼10岁生日庆典3月20日开启  十年前，我们一起迎来奇梦的开启，此刻我们共同拥抱新的奇妙！  🎉正月初十，重磅官宣！上海迪士尼度假区 “10岁生日庆典”将于2026年3月20日“国际幸福日”盛大开启！ 🪄这是一场汇聚十年神奇的庆典，一切都在焕发新奇！持续一整年的全新特别体验，奇妙不断，精彩不停歇 ！米奇和朋友们以及这里的每个人，都想要盛邀你来加入这场欢庆，因为——“加你更奇妙”！  🏰三大焕新演出重磅来袭！ 全新“奇妙之心”城堡秀、“‘友谊号’：达菲和朋友们的特别巡游”领航巡游和全新疯狂动物城花车加入米奇童话专列、“奇梦之光幻影秀”特别呈现神奇终章！   🎂 欢庆体验点亮每个角落！ 规模空前的主题商品、全新特色美食与人气单品回归、焕然一新的庆典主题装饰，还有换上礼服新装的迪士尼朋友，带你尽享神奇！  ✨更多专为10岁生日打造的神奇体验——专属互动小程序、 “奇妙有你”氛围组、全新主题门票与限定门票套餐，从乐园、迪士尼小镇到酒店，让奇妙不断发生！  🎠全新“10岁生日庆典”门票套餐现已开售，推出多款家庭套票及乐园一日票套餐，提供更多元化的游园选择！  盛大的“10岁生日庆典”即将启幕，充满惊喜与想象力的全新篇章即将精彩开启！ 2026年3月20日起，上海迪士尼度假区诚邀游客共赴庆典，携手缔造更多难忘的神奇时刻！加你更奇妙！   #上海迪士尼10岁生日#  #加你更奇妙# *演出可能会受到恶劣天气或其他不可预见因素的影响。例如，在包括但不限于下雨、大风、空气质量、浓雾、闪电等天气因素的影响下，我们可能会推迟或取消整场演出。,NULL,NULL,NULL,2026-02-28 06:23:10,https://weibo.com/5200478600/QtAjjy01c,期待贝贝的新衣服,冒雨过街zzz
weibo,weibo_0_1772230990,官宣 | 上海迪士尼10岁生日庆典3月20日开启  十年前，我们一起迎来奇梦的开启，此刻我们共同拥抱新的奇妙！  🎉正月初十，重磅官宣！上海迪士尼度假区 “10岁生日庆典”将于2026年3月20日“国际幸福日”盛大开启！ 🪄这是一场汇聚十年神奇的庆典，一切都在焕发新奇！持续一整年的全新特别体验，奇妙不断，精彩不停歇 ！米奇和朋友们以及这里的每个人，都想要盛邀你来加入这场欢庆，因为——“加你更奇妙”！  🏰三大焕新演出重磅来袭！ 全新“奇妙之心”城堡秀、“‘友谊号’：达菲和朋友们的特别巡游”领航巡游和全新疯狂动物城花车加入米奇童话专列、“奇梦之光幻影秀”特别呈现神奇终章！   🎂 欢庆体验点亮每个角落！ 规模空前的主题商品、全新特色美食与人气单品回归、焕然一新的庆典主题装饰，还有换上礼服新装的迪士尼朋友，带你尽享神奇！  ✨更多专为10岁生日打造的神奇体验——专属互动小程序、 “奇妙有你”氛围组、全新主题门票与限定门票套餐，从乐园、迪士尼小镇到酒店，让奇妙不断发生！  🎠全新“10岁生日庆典”门票套餐现已开售，推出多款家庭套票及乐园一日票套餐，提供更多元化的游园选择！  盛大的“10岁生日庆典”即将启幕，充满惊喜与想象力的全新篇章即将精彩开启！ 2026年3月20日起，上海迪士尼度假区诚邀游客共赴庆典，携手缔造更多难忘的神奇时刻！加你更奇妙！   #上海迪士尼10岁生日#  #加你更奇妙# *演出可能会受到恶劣天气或其他不可预见因素的影响。例如，在包括但不限于下雨、大风、空气质量、浓雾、闪电等天气因素的影响下，我们可能会推迟或取消整场演出。,NULL,NULL,NULL,2026-02-28 06:23:10,https://weibo.com/5200478600/QtAjjy01c,真的是很期待呀,阴湿板蓝根
weibo,weibo_0_1772230990,官宣 | 上海迪士尼10岁生日庆典3月20日开启  十年前，我们一起迎来奇梦的开启，此刻我们共同拥抱新的奇妙！  🎉正月初十，重磅官宣！上海迪士尼度假区 “10岁生日庆典”将于2026年3月20日“国际幸福日”盛大开启！ 🪄这是一场汇聚十年神奇的庆典，一切都在焕发新奇！持续一整年的全新特别体验，奇妙不断，精彩不停歇 ！米奇和朋友们以及这里的每个人，都想要盛邀你来加入这场欢庆，因为——“加你更奇妙”！  🏰三大焕新演出重磅来袭！ 全新“奇妙之心”城堡秀、“‘友谊号’：达菲和朋友们的特别巡游”领航巡游和全新疯狂动物城花车加入米奇童话专列、“奇梦之光幻影秀”特别呈现神奇终章！   🎂 欢庆体验点亮每个角落！ 规模空前的主题商品、全新特色美食与人气单品回归、焕然一新的庆典主题装饰，还有换上礼服新装的迪士尼朋友，带你尽享神奇！  ✨更多专为10岁生日打造的神奇体验——专属互动小程序、 “奇妙有你”氛围组、全新主题门票与限定门票套餐，从乐园、迪士尼小镇到酒店，让奇妙不断发生！  🎠全新“10岁生日庆典”门票套餐现已开售，推出多款家庭套票及乐园一日票套餐，提供更多元化的游园选择！  盛大的“10岁生日庆典”即将启幕，充满惊喜与想象力的全新篇章即将精彩开启！ 2026年3月20日起，上海迪士尼度假区诚邀游客共赴庆典，携手缔造更多难忘的神奇时刻！加你更奇妙！   #上海迪士尼10岁生日#  #加你更奇妙# *演出可能会受到恶劣天气或其他不可预见因素的影响。例如，在包括但不限于下雨、大风、空气质量、浓雾、闪电等天气因素的影响下，我们可能会推迟或取消整场演出。,NULL,NULL,NULL,2026-02-28 06:23:10,https://weibo.com/5200478600/QtAjjy01c,迪我要公主,-Cloudyy-
weibo,weibo_0_1772230990,官宣 | 上海迪士尼10岁生日庆典3月20日开启  十年前，我们一起迎来奇梦的开启，此刻我们共同拥抱新的奇妙！  🎉正月初十，重磅官宣！上海迪士尼度假区 “10岁生日庆典”将于2026年3月20日“国际幸福日”盛大开启！ 🪄这是一场汇聚十年神奇的庆典，一切都在焕发新奇！持续一整年的全新特别体验，奇妙不断，精彩不停歇 ！米奇和朋友们以及这里的每个人，都想要盛邀你来加入这场欢庆，因为——“加你更奇妙”！  🏰三大焕新演出重磅来袭！ 全新“奇妙之心”城堡秀、“‘友谊号’：达菲和朋友们的特别巡游”领航巡游和全新疯狂动物城花车加入米奇童话专列、“奇梦之光幻影秀”特别呈现神奇终章！   🎂 欢庆体验点亮每个角落！ 规模空前的主题商品、全新特色美食与人气单品回归、焕然一新的庆典主题装饰，还有换上礼服新装的迪士尼朋友，带你尽享神奇！  ✨更多专为10岁生日打造的神奇体验——专属互动小程序、 “奇妙有你”氛围组、全新主题门票与限定门票套餐，从乐园、迪士尼小镇到酒店，让奇妙不断发生！  🎠全新“10岁生日庆典”门票套餐现已开售，推出多款家庭套票及乐园一日票套餐，提供更多元化的游园选择！  盛大的“10岁生日庆典”即将启幕，充满惊喜与想象力的全新篇章即将精彩开启！ 2026年3月20日起，上海迪士尼度假区诚邀游客共赴庆典，携手缔造更多难忘的神奇时刻！加你更奇妙！   #上海迪士尼10岁生日#  #加你更奇妙# *演出可能会受到恶劣天气或其他不可预见因素的影响。例如，在包括但不限于下雨、大风、空气质量、浓雾、闪电等天气因素的影响下，我们可能会推迟或取消整场演出。,NULL,NULL,NULL,2026-02-28 06:23:10,https://weibo.com/5200478600/QtAjjy01c,看在你陪我过了2个生日的份上 也陪你过一下下吧,阿咦啦啦啦哈哈哈
