platform,post_id,content,publish_time,like_count,comment_count,crawl_time,url,comment_content,comment_users
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,有没有兄弟来指点一二,xxxxm
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,用过，找的旅行社的那种，可以签合同保障还好一些。九点从容入园，项目排队每个项目限一次fp，评价为好用。花车巡游和烟花就别想了只能靠自己排，但是4月份能20个晚19个也是血赚，一个没上去是跳楼机，不是排不到，是媳妇害怕,Yadon0Slowpoke
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,我在飞猪上订过，免排队入园+8fp+烟花vip区，九点左右进去，晚饭前8个项目都玩了一遍，晚上烟花vip区域还是需要自己去找好位置。,夏无忌
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,就在官网买尊享导览，4400一个人，陪同6个小时加一顿饭见过一次小矮人这种坐完一次还想坐的话都不用起身,pipposs
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,就这么点服务你确定你买的是真33vip？,虎扑JR0909586741
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,33vip建议直接官网客服咨询，假的太多，而且名额是有限的大客户都直接消化了没那么可以流出来卖的,虎扑JR0909586741
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,初五去了香港迪士尼，下午3点后热门排队不超过30分钟，其他10-15分钟，我女儿玩了5次矿车。。。。天气是真舒服，短袖+遮阳帽。,匪军借道
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,你花车和烟花都要自己排算哪门子33vip,虎扑JR0909586741
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,我这个项目里的确没有，我也是单纯发布了一下我这边了解的情况，算不算坑也是仅供参考，不用杠,Yadon0Slowpoke
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,杠什么啊，是就是不是就不是，人家真心求助而你的经验不过是在坑人罢了,虎扑JR0909586741
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,还有个花车位，时间久了不太记得了。那你倒是说说真vip有哪些服务呢,夏无忌
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,我没参加过没有能力告诉你，这是官网的内容你看够不够格不就行了，不够的话建议去起诉迪士尼,虎扑JR0909586741
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,我说了，都是真实情况，都说了别来杠还来，贱不贱啊,Yadon0Slowpoke
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,去第三方找就行，带你快速玩一遍，而且有导游微信直接找他的话更便宜,poweryaoo
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,真实情况就是你那个连边都够不着，还不如普通的尊享服务，杠的是你，嘴又硬又贱的也是你,虎扑JR0909586741
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,我懒得骂你，我分享情况，合适不合适楼主自己看，你倒好直接在我这层杠来杠去，耽误你挣钱了？哪儿的钱这么好挣？你真有那个时间有那个经验有那个渠道，要不就直接给楼主做推荐，别来我这儿犯贱了,Yadon0Slowpoke
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,你买的这个压根不算33vip 应该是园内管家 真的33vip跟我环球买的礼宾是一样的 所有项目都是直接走员工玩 玩了之后还有优速通,辛潘
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,官方的优速通已经够用了。花车和烟花也要买门票进入vip区域的，33服务不如不买。,每天早起的阿菜
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,飞猪买过两次，除了fp以外烟火有留位，花车得自己看。整体好评，游玩体验非常舒适，不会吵架,年轻且优秀儒雅又随和
hupu,hupu_0_1772204085,打算带老婆孩子去迪士尼，找了一家卖 33vip 名额的，网上好多说是假的，想问问有没有兄弟买过或者用过的,NULL,NULL,NULL,2026-02-27 22:54:45,https://m.hupu.com/bbs/637629947,太鸡儿贵了，一家三口过W啊,wrylx1989
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,你看他穿个衣服写着马斯克还有星舰就知道什么成分了,Mischael
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,扯他妈犊子，我只看了前三分钟后面不想看了。现在每块地供地之前都高做土壤调查，住宅学校是一类，商业是二类。迪士尼应该是二类。至于他说的什么晒几年，可能是考古，也可能是有污染，再做土壤处理。这个是中国的标准，也可能是上海的地标，跟你妈迪士尼有什么关系，在苏州建个住宅也得这么来啊。,儿子又要挨揍了
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,抖音全是这种玩意……给自己个身份就是什么懂哥,继往开来领路人
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,翻土能把毒素晾没了？,演员候天来
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,对的 听他瞎吹，中国土地建造是有土地污染标准的。你看普陀区现在为什都造公园？因为之前是化工区污染需要沉降后再动工，能有税收和土地财政收入谁会去造这么多公园啊,fwo
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,没人科普下么,火星绿豆
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,这大哥怎么不吃一份“虾扯蛋”呢,肥肠周
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,普陀以前是化工区啊，这个还真不知道。那现在一些建起来的公园都是已经沉降完的吗，沉降一般要几年啊。是不是普陀这些化工区的地块土壤标准不适合做商业地产和住宅啊？前阵子还去过桃浦中央绿地玩过，看附近都是大把的工地在造。,豆哥托我带个话
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,是的，我以前在那里上班，现在也会带娃过去玩。这个你放心土地环保局会测的，合格才能做商业房地产,fwo
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,纯纯扯淡，美国人工要真那么牛逼，特斯拉犯得着去上海建厂吗？美国工业至于废物到如此地步吗,上个昵称是真名
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,美国两个迪士尼，第一个花了两年就建成用了1700万美元，第二比较费时间花了4年，30个迪士尼的大小，花了足足4年,macllister
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,还用科普？仔细一想就是纯胡说八道,猩骡齐步
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,真有污染晾三年就没了,顶瓜瓜阿
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,国内正规项目安评和环评肯定都是要做的，不过老哥拿苏州举例来反驳可是有点地狱了。,NoLook怕死
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,因为其他地方我也不知道啊,儿子又要挨揍了
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,是因为苏州当时有个小区是毒地块事件吗,哈哈暴
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,他说的是之前苏钢那个事。按你这么说，苏钢那个事情最后结论是啥啊。,JavaleMcGee121
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,2019年，联合体方知悉2号地块不符合环保要求，且未依法完成2号地块土壤污染调查和修复治理，即启动了该地块项目建设。摘自23年情况说明。,儿子又要挨揍了
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,那这不是跟你说的严重冲突了嘛,JavaleMcGee121
hupu,hupu_1_1772204115,我并不会玩套路 2025-12-02 01:59,NULL,NULL,NULL,2026-02-27 22:55:15,https://m.hupu.com/bbs/636066256,"冲突在哪？你应该先看看地是什么时候拿的，土十条是什么时候实施的,然后再说冲突不冲突",儿子又要挨揍了
hupu,hupu_2_1772204146,不得携带以下物品入园： 食品;酒精饮料； 超过 600 毫升的非酒精饮料......  早在2017年，上海迪士尼乐园发布这项新规定时，就在网上引起了激烈争论。时至今日，上海迪士尼乐园“禁止携带食物入园”、“入园需翻包检查”等规定仍饱受消费者争议。   在今年（2019年）年初，上海华东政法大学大三的学生小王携带零食进入上海迪士尼乐园时被园方工作人员翻包检查，并加以阻拦。  小王认为园方制定的规则不合法，导致自己的合法权益受到侵犯，便一纸诉状将上海迪士尼乐园告上了法庭。  强制翻包检查，食物不得入园， 投诉被告知符合法律规定。  小王说，今年（2019年）1月28日，她花了365元在某款APP上购买了一张迪士尼乐园一日游特价票，并于1月30日前往游玩。“在购买门票时，并未见到有‘禁带食物’等相关提示。”   在入园之前，小王花了40多块钱买了饼干等零食。但在入口处，园方工作人员便将小王拦下，要求对其背包进行检查。   “当时，工作人员看到我带了零食后，先要求让我把零食扔掉，态度比较强硬。”小王回忆道，“我不同意，他又说让我在入园处的小桌子旁吃掉或者寄存到附近的寄存柜里。”  园方工作人员所说的小桌子指的是在乐园的入口处设置的两张桌子，一些游客因不舍得丢弃携带的食物便会在桌子旁当场吃掉，“有些游客带的零食太多了，自己吃不完，要么就送人，要么就丢在那里，很浪费，也很狼狈。”   对于园方工作人员所说的寄存柜，小王询问后发现，一天的寄存费要80块钱。“我买的零食都没有这么贵，怎么可能舍得寄存呢。”小王苦笑道。  在双方发生口头纠纷时，小王拨打了110。“跟警方去做了笔录回来后，这件事情并没有解决。”  于是，小王便现场拨打了12345和12315投诉热线进行了投诉。  “他们告诉我，‘禁止携带食物’这个规定是迪士尼乐园制定，是符合法律规定的，我跟他们说这明显是违法的。后来也不了了之了。”  在多次沟通、投诉无果后，小王便将自己购买的零食进行了处理，她说：“当时吃了一点，送给了别人一点，剩下的就放在小桌子上了，这才让我进去。没办法，毕竟对方很强势，而且购买的票不能退。”  在乐园里，小王花了30块钱买了一根棉花糖当零食，“外面只要几块钱。像一根热狗，里面居然卖到了35块钱，一瓶可乐要20块钱，太贵了。”  此规定只限定亚洲国家？  回到学校后，针对上海迪士尼乐园制定的相关规则，小王在网上进行了调查。  在上海迪士尼度假区官网的“游客须知”栏中，小王发现了园方工作人员所说的规则。“在不得携带入园的物品中，就包括食物。而在入园检查之前，我并没有获得任何相关的提示。”   迪士尼目前已拥有6处世界顶级的家庭度假目的地，美国和法国的3处迪士尼乐园并没有禁止消费者携带食物进园，而作为亚洲国家的中国和日本的迪士尼乐园却禁止携带食物。   同时，为了解社会公众对上海迪士尼乐园禁带食品入园的态度，小王和三名同学通过不同途径进行了调研。“根据调研结果显示，多数人认为上海迪士尼乐园的相关规定目的是提高园内餐饮业的创收，从而侵害了消费者的合法权益。”小王表示，因此她想通过法律手段来为消费者争取权益。  一纸诉状告上法庭， 指导律师披露三大争议焦点。  经过充分地准备，2019年3月5日，小王向上海市浦东新区人民法院提请诉讼，在诉状中提出以下诉讼请求：  （1）要求确认上海迪士尼乐园禁止游客携带食品入园的格式条款无效。  （2）请求上海迪士尼乐园赔偿原告损失，包括原告在迪士尼乐园外购买却因被告不合理规则而被迫丢弃的食品的费用，共计 46.3 元。   最终，法院以“服务合同纠纷”为案由立案。4 月 23 日，该案第一次开庭审理。  上海市志君律师事务所律师袁丽（小王的指导律师）介绍，结合原告的诉讼请求与被告的答辩意见，本案有以下主要争议焦点。  01 被告的行为是否排除限制了 原告的自主选择权? 被告辩称，被告并没有强制消费者在迪士尼乐园内就餐，消费者可以选择在园内就餐，也可以出园就餐后再返回园内，消费者是有选择的，其自主选择权没有被限制。  根据《消费者权益保护法》第26条规定：“经营者不得以格式条款、通知、声明、店堂告示等方式，作出排除或者限制消费者权利、减轻或者免除经营者责任、加重消费者责任等对消费者不公平、不合理的规定，不得利用格式条款并借助技术手段强制交易。格式条款、通知、声明、店堂告示等含有前款所列内容的，其内容无效。”  袁丽认为，被告对该条款中“排除消费者自主选择权”的理解存在错误，被告认为排除自主选择权是指消费者没有任何选择。实际上，法条本身并未释明“排除”的内涵，必须借助其他手段来明确其具体内涵。  同时，“出园就餐”同样有损消费者的权利。由于乐园面积很大，游玩项目较多。等到就餐时间，游客距离入口处已经十分遥远，此时游客若想外出就餐，必须原路返回至入口区域，用餐结束重新排队进入迪士尼乐园。  这是变相地迫使消费者在游玩时间与出园就餐之间做出选择：消费者若不愿浪费游玩时间，就只能选择园内价格高昂的食物；若消费者选择出园就餐，就会严重浪费游玩的时间。  而即使游客出园就餐，被告仍能从中获益。因为距离迪士尼乐园较近的饭店均位于迪士尼小镇等上海市迪士尼度假区的配套设施内。“这些饭店需交铺位费和租金，只要原告在度假区内就餐，被告仍然是受益者。”  不管消费者选择哪一种，都会给消费者带来损失。消费者看似有了选择的空间，实际上却只能在两种都不利于自己的方案中进行选择，而被剥夺自己携带食品在乐园内就餐的权利。  02 该条款是否是被告基于 公共安全卫生的需要而必须订立的条款? 在法庭上，被告辩称消费者可能会携带气味特殊或有安全隐患的食品入园，并且随意丢弃垃圾。该条款是基于维护园内公共卫生安全而必须订立的条款。  袁丽认为，携带食物本身不会当然导致公共卫生安全问题， 被告不能因为潜在的卫生安全问题而限制消费者权利。  同时，“禁带食物”不能避免所有潜在的卫生安全问题，因为迪士尼园内同样存在其气味奇特的食物，游客也可能丢弃园内食品垃圾。  迪士尼乐园有其他更加合理的手段进行其自身应当尽的管理义务，但其为杜绝潜在的卫生安全问题，把自身该承担的责任和义务，利用其优势地位，强加于消费者，限制了消费者的权利。  此外，袁丽认为，同样是迪士尼乐园，美国和法国的迪士尼乐园均可以携带食物，亚洲的迪士尼乐园却不可以携带，这是对亚洲地区的歧视。“被告辩称因为游客会带各种千奇百怪、气味奇特的食物，本质上还是排除自己的管理义务，并且存在对消费者素质的歧视。”  原告小王：将诉讼坚持到底。 小王回忆，庭审是从当天13:45 开始到17：00左右结束，持续了三个多小时。“对方还来了两名工作人员参加了旁听。”  小王说，在调研时发现，很多消费者都表达了对迪士尼相关规则的不满，但提到“起诉”时，大家都选择了“算了”、“太麻烦”等态度躲开了。“经营者往往利用消费者的这种心理，钻法律的漏洞，在消费者都没有意识到的情况下就侵害其正当的合法利益。”   根据目前掌握的信息，迪士尼乐园方面并没有接受调解的意愿。“我们正在等待法院的一审判决结果。”  “我们希望通过这次诉讼呼吁社会公众更加关注自身权益，向不合理的制度说不。所以，不管这次结果如何，我们都不会怂，会将诉讼坚持到底。”小王说。 原文链接：https://weibo.com/ttarticle/p/show?id=2309404403361699987464&sudaref=www.baidu.com&display=0&retcode=6102 你怎么看迪士尼不允许自带食物的规定（单选） 合理 不合理 投票,NULL,NULL,NULL,2026-02-27 22:55:46,https://m.hupu.com/bbs/28879130,社会要感谢有这种人，根本不为利益去做这些事情,manuv587
